bayc_id,bakc_id,mayc_m1_id,mayc_m2_id,mayc_m3_id,all_mayc_ids,notes,source_confidence
2857,2857,15714,,,15714,,confirmed
2858,2858,15716,,,15716,,confirmed
2859,2859,,,,,NO_MAYC,confirmed
2860,2860,15720,,,15720,,confirmed
2861,2861,15722,15723,,"15722,15723",,confirmed
2862,,,,,,NO_MAYC; NO_BAKC,confirmed
2863,2863,15726,15727,,"15726,15727",,confirmed
2864,,,,,,NO_MAYC; NO_BAKC,confirmed
2865,2865,15730,,,15730,,confirmed
2866,2866,15732,,,15732,,confirmed
2867,2867,,15735,,15735,,confirmed
2868,2868,15736,15737,,"15736,15737",,confirmed
2869,,15738,,,15738,NO_BAKC,confirmed
2870,2870,15740,,,15740,,confirmed
2871,2871,15742,,,15742,,confirmed
2872,2872,15744,,,15744,,confirmed
2873,2873,15746,15747,,"15746,15747",,confirmed
2874,,,,,,NO_MAYC; NO_BAKC,confirmed
2875,2875,15750,,,15750,,confirmed
2876,2876,,,,,NO_MAYC,confirmed
2877,2877,,,,,NO_MAYC,confirmed
2878,2878,15756,,,15756,,confirmed
2879,2879,,,,,NO_MAYC,confirmed
2880,2880,15760,,,15760,,confirmed
2881,2881,,,,,NO_MAYC,confirmed
2882,2882,15764,15765,,"15764,15765",,confirmed
2883,2883,15766,,,15766,,confirmed
2884,2884,15768,,,15768,,confirmed
2885,2885,15770,15771,,"15770,15771",,confirmed
2886,2886,,,,,NO_MAYC,confirmed
2887,2887,15774,15775,,"15774,15775",,confirmed
2888,2888,15776,,,15776,,confirmed
2889,2889,15778,,,15778,,confirmed
2890,2890,15780,,,15780,,confirmed
2891,2891,,,,,NO_MAYC,confirmed
2892,,15784,,,15784,NO_BAKC,confirmed
2893,2893,15786,,,15786,,confirmed
2894,2894,,,,,NO_MAYC,confirmed
2895,2895,15790,,,15790,,confirmed
2896,2896,15792,15793,,"15792,15793",,confirmed
2897,2897,15794,15795,,"15794,15795",,confirmed
2898,2898,15796,,,15796,,confirmed
2899,2899,15798,,,15798,,confirmed
2900,2900,,,,,NO_MAYC,confirmed
2901,2901,15802,,,15802,,confirmed
2902,2902,15804,15805,,"15804,15805",,confirmed
2903,2903,15806,,,15806,,confirmed
2904,2904,15808,,,15808,,confirmed
2905,2905,15810,,,15810,,confirmed
2906,2906,15812,,,15812,,confirmed
2907,2907,,,,,NO_MAYC,confirmed
2908,,,,,,NO_MAYC; NO_BAKC,confirmed
2909,2909,15818,15819,,"15818,15819",,confirmed
2910,2910,,,,,NO_MAYC,confirmed
2911,2911,15822,,,15822,,confirmed
2912,2912,15824,,,15824,,confirmed
2913,2913,,15827,,15827,,confirmed
2914,2914,15828,,,15828,,confirmed
2915,2915,15830,,,15830,,confirmed
2916,2916,15832,,,15832,,confirmed
2917,2917,15834,,,15834,,confirmed
2918,2918,15836,15837,,"15836,15837",,confirmed
2919,2919,15838,,,15838,,confirmed
2920,2920,15840,,,15840,,confirmed
2921,2921,15842,,,15842,,confirmed
2922,2922,15844,,,15844,,confirmed
2923,2923,15846,,,15846,,confirmed
2924,2924,15848,,,15848,,confirmed
2925,2925,,15851,,15851,,confirmed
2926,2926,15852,,,15852,,confirmed
2927,2927,,,,,NO_MAYC,confirmed
2928,2928,15856,15857,,"15856,15857",,confirmed
2929,2929,,,,,NO_MAYC,confirmed
2930,2930,,,,,NO_MAYC,confirmed
2931,2931,,,,,NO_MAYC,confirmed
2932,2932,15864,,,15864,,confirmed
2933,2933,15866,,,15866,,confirmed
2934,2934,,,,,NO_MAYC,confirmed
2935,2935,15870,,,15870,,confirmed
2936,2936,15872,,,15872,,confirmed
2937,2937,15874,,,15874,,confirmed
2938,2938,15876,15877,,"15876,15877",,confirmed
2939,2939,,,,,NO_MAYC,confirmed
2940,2940,15880,,,15880,,confirmed
2941,2941,,,,,NO_MAYC,confirmed
2942,2942,,15885,,15885,,confirmed
2943,2943,15886,,,15886,,confirmed
2944,2944,15888,,,15888,,confirmed
2945,2945,15890,15891,,"15890,15891",,confirmed
2946,2946,,15893,,15893,,confirmed
2947,2947,15894,,,15894,,confirmed
2948,2948,15896,,,15896,,confirmed
2949,2949,15898,15899,,"15898,15899",,confirmed
2950,2950,15900,,,15900,,confirmed
2951,2951,,,,,NO_MAYC,confirmed
2952,2952,15904,,,15904,,confirmed
2953,2953,15906,,,15906,,confirmed
2954,2954,15908,,,15908,,confirmed
2955,2955,15910,,,15910,,confirmed
2956,2956,15912,,,15912,,confirmed
2957,2957,15914,,,15914,,confirmed
2958,2958,,15917,,15917,,confirmed
2959,2959,,,,,NO_MAYC,confirmed
2960,2960,,15921,,15921,,confirmed
2961,2961,15922,,,15922,,confirmed
2962,2962,15924,,,15924,,confirmed
2963,2963,15926,15927,,"15926,15927",,confirmed
2964,2964,,,,,NO_MAYC,confirmed
2965,2965,15930,,,15930,,confirmed
2966,2966,15932,15933,,"15932,15933",,confirmed
2967,2967,15934,,,15934,,confirmed
2968,2968,,,,,NO_MAYC,confirmed
2969,2969,15938,15939,,"15938,15939",,confirmed
2970,2970,15940,,,15940,,confirmed
2971,2971,,,,,NO_MAYC,confirmed
2972,2972,,,,,NO_MAYC,confirmed
2973,2973,15946,,,15946,,confirmed
2974,2974,15948,,,15948,,confirmed
2975,2975,15950,,,15950,,confirmed
2976,2976,15952,,,15952,,confirmed
2977,2977,15954,,,15954,,confirmed
2978,2978,15956,,,15956,,confirmed
2979,2979,15958,,,15958,,confirmed
2980,2980,15960,15961,,"15960,15961",,confirmed
2981,2981,15962,,,15962,,confirmed
2982,2982,15964,,,15964,,confirmed
2983,2983,,,,,NO_MAYC,confirmed
2984,2984,15968,,,15968,,confirmed
2985,2985,15970,,,15970,,confirmed
2986,2986,15972,,,15972,,confirmed
2987,2987,15974,,,15974,,confirmed
2988,2988,,,,,NO_MAYC,confirmed
2989,2989,15978,,,15978,,confirmed
2990,2990,,,,,NO_MAYC,confirmed
2991,2991,15982,15983,,"15982,15983",,confirmed
2992,2992,,,,,NO_MAYC,confirmed
2993,2993,15986,,,15986,,confirmed
2994,2994,,,,,NO_MAYC,confirmed
2995,2995,,,,,NO_MAYC,confirmed
2996,2996,15992,,,15992,,confirmed
2997,2997,15994,,,15994,,confirmed
2998,2998,15996,,,15996,,confirmed
2999,2999,15998,,,15998,,confirmed
3000,3000,,,,,NO_MAYC,confirmed
3001,3001,16002,,,16002,,confirmed
3002,3002,16004,,,16004,,confirmed
3003,3003,16006,,,16006,,confirmed
3004,3004,,,,,NO_MAYC,confirmed
3005,3005,16010,,,16010,,confirmed
3006,3006,,,,,NO_MAYC,confirmed
3007,3007,,16015,,16015,,confirmed
3008,3008,16016,,,16016,,confirmed
3009,3009,16018,16019,,"16018,16019",,confirmed
3010,3010,16020,,,16020,,confirmed
3011,3011,,,,,NO_MAYC,confirmed
3012,3012,,,,,NO_MAYC,confirmed
3013,3013,,,,,NO_MAYC,confirmed
3014,3014,16028,,,16028,,confirmed
3015,3015,16030,,,16030,,confirmed
3016,3016,16032,,,16032,,confirmed
3017,3017,16034,,,16034,,confirmed
3018,3018,16036,16037,,"16036,16037",,confirmed
3019,3019,,,,,NO_MAYC,confirmed
3020,3020,16040,16041,,"16040,16041",,confirmed
3021,3021,,,,,NO_MAYC,confirmed
3022,3022,16044,16045,,"16044,16045",,confirmed
3023,3023,16046,,,16046,,confirmed
3024,3024,16048,,,16048,,confirmed
3025,3025,,,,,NO_MAYC,confirmed
3026,3026,16052,,,16052,,confirmed
3027,3027,,,,,NO_MAYC,confirmed
3028,3028,16056,,,16056,,confirmed
3029,3029,16058,,,16058,,confirmed
3030,3030,16060,,,16060,,confirmed
3031,,16062,,,16062,NO_BAKC,confirmed
3032,3032,16064,,,16064,,confirmed
3033,3033,16066,,,16066,,confirmed
3034,3034,16068,,,16068,,confirmed
3035,3035,16070,16071,,"16070,16071",,confirmed
3036,,16072,,,16072,NO_BAKC,confirmed
3037,3037,16074,,,16074,,confirmed
3038,3038,16076,,,16076,,confirmed
3039,3039,16078,,,16078,,confirmed
3040,3040,16080,,,16080,,confirmed
3041,3041,16082,,,16082,,confirmed
3042,3042,16084,,,16084,,confirmed
3043,3043,16086,,,16086,,confirmed
3044,3044,,,,,NO_MAYC,confirmed
3045,3045,,,,,NO_MAYC,confirmed
3046,3046,16092,16093,,"16092,16093",,confirmed
3047,3047,16094,,,16094,,confirmed
3048,3048,16096,16097,,"16096,16097",,confirmed
3049,3049,16098,16099,,"16098,16099",,confirmed
3050,3050,16100,,,16100,,confirmed
3051,3051,,,,,NO_MAYC,confirmed
3052,3052,16104,,,16104,,confirmed
3053,3053,16106,,,16106,,confirmed
3054,3054,16108,,,16108,,confirmed
3055,3055,16110,,,16110,,confirmed
3056,3056,16112,,,16112,,confirmed
3057,3057,16114,,,16114,,confirmed
3058,3058,16116,,,16116,,confirmed
3059,3059,16118,,,16118,,confirmed
3060,3060,16120,,,16120,,confirmed
3061,3061,,,,,NO_MAYC,confirmed
3062,3062,16124,16125,,"16124,16125",,confirmed
3063,3063,16126,,,16126,,confirmed
3064,3064,16128,16129,,"16128,16129",,confirmed
3065,3065,16130,16131,,"16130,16131",,confirmed
3066,3066,,,,,NO_MAYC,confirmed
3067,3067,,,,,NO_MAYC,confirmed
3068,3068,,,,,NO_MAYC,confirmed
3069,3069,,,,,NO_MAYC,confirmed
3070,3070,16140,,,16140,,confirmed
3071,3071,16142,,,16142,,confirmed
3072,3072,16144,16145,,"16144,16145",,confirmed
3073,3073,16146,,,16146,,confirmed
3074,3074,16148,,,16148,,confirmed
3075,3075,16150,,,16150,,confirmed
3076,3076,,,,,NO_MAYC,confirmed
3077,3077,,,,,NO_MAYC,confirmed
3078,3078,,16157,,16157,,confirmed
3079,,,,,,NO_MAYC; NO_BAKC,confirmed
3080,3080,16160,,,16160,,confirmed
3081,,16162,,,16162,NO_BAKC,confirmed
3082,3082,16164,,,16164,,confirmed
3083,3083,,,,,NO_MAYC,confirmed
3084,3084,16168,,,16168,,confirmed
3085,3085,16170,,,16170,,confirmed
3086,3086,,,,,NO_MAYC,confirmed
3087,3087,,,,,NO_MAYC,confirmed
3088,3088,,,,,NO_MAYC,confirmed
3089,3089,16178,16179,,"16178,16179",,confirmed
3090,3090,16180,,,16180,,confirmed
3091,3091,16182,16183,,"16182,16183",,confirmed
3092,,,,,,NO_MAYC; NO_BAKC,confirmed
3093,3093,16186,,,16186,,confirmed
3094,3094,16188,,,16188,,confirmed
3095,3095,,,,,NO_MAYC,confirmed
3096,3096,,,,,NO_MAYC,confirmed
3097,3097,16194,16195,,"16194,16195",,confirmed
3098,3098,,,,,NO_MAYC,confirmed
3099,3099,16198,16199,,"16198,16199",,confirmed
3100,3100,,,,,NO_MAYC,confirmed
3101,3101,,16203,,16203,,confirmed
3102,,16204,,,16204,NO_BAKC,confirmed
3103,3103,,,,,NO_MAYC,confirmed
3104,3104,16208,,,16208,,confirmed
3105,3105,16210,16211,,"16210,16211",,confirmed
3106,3106,16212,16213,,"16212,16213",,confirmed
3107,3107,16214,16215,,"16214,16215",,confirmed
3108,3108,16216,16217,,"16216,16217",,confirmed
3109,3109,,,,,NO_MAYC,confirmed
3110,3110,16220,,,16220,,confirmed
3111,3111,,,,,NO_MAYC,confirmed
3112,3112,16224,,,16224,,confirmed
3113,3113,,16227,,16227,,confirmed
3114,3114,,,,,NO_MAYC,confirmed
3115,3115,16230,,,16230,,confirmed
3116,3116,16232,,,16232,,confirmed
3117,3117,,,,,NO_MAYC,confirmed
3118,3118,16236,16237,,"16236,16237",,confirmed
3119,3119,16238,16239,,"16238,16239",,confirmed
3120,3120,,,,,NO_MAYC,confirmed
3121,3121,16242,,,16242,,confirmed
3122,3122,16244,,,16244,,confirmed
3123,3123,,,,,NO_MAYC,confirmed
3124,3124,16248,,,16248,,confirmed
3125,3125,16250,,,16250,,confirmed
3126,3126,16252,16253,,"16252,16253",,confirmed
3127,3127,16254,16255,,"16254,16255",,confirmed
3128,3128,16256,,,16256,,confirmed
3129,3129,16258,16259,,"16258,16259",,confirmed
3130,3130,16260,,,16260,,confirmed
3131,3131,16262,,,16262,,confirmed
3132,3132,16264,,,16264,,confirmed
3133,3133,16266,,,16266,,confirmed
3134,3134,16268,,,16268,,confirmed
3135,3135,16270,,,16270,,confirmed
3136,3136,16272,,,16272,,confirmed
3137,3137,,16275,,16275,,confirmed
3138,3138,16276,,,16276,,confirmed
3139,3139,,,,,NO_MAYC,confirmed
3140,3140,16280,,,16280,,confirmed
3141,3141,16282,,,16282,,confirmed
3142,3142,,,,,NO_MAYC,confirmed
3143,3143,,,,,NO_MAYC,confirmed
3144,3144,16288,,,16288,,confirmed
3145,3145,,,,,NO_MAYC,confirmed
3146,3146,16292,16293,,"16292,16293",,confirmed
3147,3147,16294,,,16294,,confirmed
3148,3148,,,,,NO_MAYC,confirmed
3149,3149,16298,16299,,"16298,16299",,confirmed
3150,3150,,,,,NO_MAYC,confirmed
3151,3151,16302,,,16302,,confirmed
3152,3152,,16305,,16305,,confirmed
3153,3153,,,,,NO_MAYC,confirmed
3154,3154,16308,,,16308,,confirmed
3155,3155,16310,,,16310,,confirmed
3156,3156,16312,,,16312,,confirmed
3157,3157,16314,,,16314,,confirmed
3158,3158,16316,,,16316,,confirmed
3159,3159,16318,16319,,"16318,16319",,confirmed
3160,3160,16320,,,16320,,confirmed
3161,3161,,,,,NO_MAYC,confirmed
3162,3162,16324,,,16324,,confirmed
3163,3163,,,,,NO_MAYC,confirmed
3164,3164,,,,,NO_MAYC,confirmed
3165,3165,16330,,,16330,,confirmed
3166,,16332,16333,,"16332,16333",NO_BAKC,confirmed
3167,3167,16334,,,16334,,confirmed
3168,3168,16336,16337,,"16336,16337",,confirmed
3169,3169,16338,,,16338,,confirmed
3170,3170,16340,,,16340,,confirmed
3171,3171,16342,16343,,"16342,16343",,confirmed
3172,3172,16344,,,16344,,confirmed
3173,3173,16346,,,16346,,confirmed
3174,3174,16348,16349,,"16348,16349",,confirmed
3175,3175,,,,,NO_MAYC,confirmed
3176,3176,16352,,,16352,,confirmed
3177,3177,16354,,,16354,,confirmed
3178,3178,16356,16357,,"16356,16357",,confirmed
3179,3179,16358,16359,,"16358,16359",,confirmed
3180,3180,16360,,,16360,,confirmed
3181,3181,16362,,,16362,,confirmed
3182,3182,16364,,,16364,,confirmed
3183,3183,,,,,NO_MAYC,confirmed
3184,3184,16368,16369,,"16368,16369",,confirmed
3185,3185,,,,,NO_MAYC,confirmed
3186,3186,,,,,NO_MAYC,confirmed
3187,3187,,,,,NO_MAYC,confirmed
3188,,,,,,NO_MAYC; NO_BAKC,confirmed
3189,3189,16378,16379,,"16378,16379",,confirmed
3190,,,,,,NO_MAYC; NO_BAKC,confirmed
3191,3191,16382,,,16382,,confirmed
3192,3192,16384,16385,,"16384,16385",,confirmed
3193,3193,,16387,,16387,,confirmed
3194,3194,16388,,,16388,,confirmed
3195,3195,16390,,,16390,,confirmed
3196,3196,16392,16393,,"16392,16393",,confirmed
3197,3197,16394,,,16394,,confirmed
3198,3198,16396,,,16396,,confirmed
3199,3199,16398,,,16398,,confirmed
3200,3200,,,,,NO_MAYC,confirmed
3201,3201,16402,,,16402,,confirmed
3202,3202,16404,,,16404,,confirmed
3203,3203,,,,,NO_MAYC,confirmed
3204,3204,16408,,,16408,,confirmed
3205,3205,16410,16411,,"16410,16411",,confirmed
3206,3206,,,,,NO_MAYC,confirmed
3207,3207,16414,,,16414,,confirmed
3208,3208,16416,16417,,"16416,16417",,confirmed
3209,3209,16418,,,16418,,confirmed
3210,3210,16420,,,16420,,confirmed
3211,3211,16422,,,16422,,confirmed
3212,3212,16424,,,16424,,confirmed
3213,3213,16426,16427,,"16426,16427",,confirmed
3214,3214,16428,,,16428,,confirmed
3215,3215,16430,,,16430,,confirmed
3216,3216,16432,,,16432,,confirmed
3217,3217,16434,,,16434,,confirmed
3218,3218,,,,,NO_MAYC,confirmed
3219,3219,16438,,,16438,,confirmed
3220,3220,16440,,,16440,,confirmed
3221,3221,16442,,,16442,,confirmed
3222,3222,16444,,,16444,,confirmed
3223,3223,16446,16447,,"16446,16447",,confirmed
3224,3224,16448,16449,,"16448,16449",,confirmed
3225,3225,16450,,,16450,,confirmed
3226,3226,,,,,NO_MAYC,confirmed
3227,3227,16454,,,16454,,confirmed
3228,3228,,,,,NO_MAYC,confirmed
3229,3229,16458,16459,,"16458,16459",,confirmed
3230,3230,16460,,,16460,,confirmed
3231,3231,16462,16463,,"16462,16463",,confirmed
3232,3232,16464,16465,,"16464,16465",,confirmed
3233,3233,16466,,,16466,,confirmed
3234,3234,16468,16469,,"16468,16469",,confirmed
3235,3235,16470,,,16470,,confirmed
3236,3236,16472,16473,,"16472,16473",,confirmed
3237,3237,16474,,,16474,,confirmed
3238,3238,16476,,,16476,,confirmed
3239,3239,,,,,NO_MAYC,confirmed
3240,3240,16480,,,16480,,confirmed
3241,3241,16482,16483,,"16482,16483",,confirmed
3242,3242,16484,,,16484,,confirmed
3243,3243,16486,,,16486,,confirmed
3244,3244,16488,16489,,"16488,16489",,confirmed
3245,3245,16490,,,16490,,confirmed
3246,3246,16492,,,16492,,confirmed
3247,3247,,,,,NO_MAYC,confirmed
3248,3248,16496,,,16496,,confirmed
3249,3249,,,,,NO_MAYC,confirmed
3250,3250,16500,,,16500,,confirmed
3251,3251,16502,,,16502,,confirmed
3252,3252,16504,,,16504,,confirmed
3253,3253,16506,16507,,"16506,16507",,confirmed
3254,3254,16508,,,16508,,confirmed
3255,3255,16510,,,16510,,confirmed
3256,3256,,,,,NO_MAYC,confirmed
3257,3257,16514,,,16514,,confirmed
3258,3258,,,,,NO_MAYC,confirmed
3259,3259,16518,,,16518,,confirmed
3260,3260,16520,,,16520,,confirmed
3261,3261,,16523,,16523,,confirmed
3262,3262,16524,16525,,"16524,16525",,confirmed
3263,3263,16526,,,16526,,confirmed
3264,3264,,,,,NO_MAYC,confirmed
3265,3265,,16531,,16531,,confirmed
3266,3266,16532,,,16532,,confirmed
3267,3267,16534,,,16534,,confirmed
3268,3268,16536,,,16536,,confirmed
3269,3269,,,,,NO_MAYC,confirmed
3270,3270,16540,,,16540,,confirmed
3271,3271,,,,,NO_MAYC,confirmed
3272,3272,16544,,,16544,,confirmed
3273,3273,16546,,,16546,,confirmed
3274,3274,,,,,NO_MAYC,confirmed
3275,3275,16550,16551,,"16550,16551",,confirmed
3276,3276,,,,,NO_MAYC,confirmed
3277,,,,,,NO_MAYC; NO_BAKC,confirmed
3278,3278,16556,16557,,"16556,16557",,confirmed
3279,,,,,,NO_MAYC; NO_BAKC,confirmed
3280,3280,16560,,,16560,,confirmed
3281,3281,,,,,NO_MAYC,confirmed
3282,3282,16564,,,16564,,confirmed
3283,3283,16566,,,16566,,confirmed
3284,3284,16568,16569,,"16568,16569",,confirmed
3285,3285,16570,,,16570,,confirmed
3286,3286,16572,,,16572,,confirmed
3287,3287,16574,16575,30003,"16574,16575,30003",,confirmed
3288,3288,,,,,NO_MAYC,confirmed
3289,3289,,,,,NO_MAYC,confirmed
3290,3290,16580,,,16580,,confirmed
3291,3291,16582,,,16582,,confirmed
3292,3292,,16585,,16585,,confirmed
3293,3293,,,,,NO_MAYC,confirmed
3294,3294,16588,,,16588,,confirmed
3295,3295,16590,,,16590,,confirmed
3296,3296,16592,16593,,"16592,16593",,confirmed
3297,3297,16594,,,16594,,confirmed
3298,3298,16596,,,16596,,confirmed
3299,3299,,,,,NO_MAYC,confirmed
3300,3300,16600,,,16600,,confirmed
3301,3301,,,,,NO_MAYC,confirmed
3302,3302,16604,,,16604,,confirmed
3303,3303,16606,,,16606,,confirmed
3304,,16608,,,16608,NO_BAKC,confirmed
3305,3305,16610,,,16610,,confirmed
3306,3306,16612,,,16612,,confirmed
3307,3307,,,,,NO_MAYC,confirmed
3308,3308,16616,16617,,"16616,16617",,confirmed
3309,3309,16618,,,16618,,confirmed
3310,3310,16620,,,16620,,confirmed
3311,3311,16622,,,16622,,confirmed
3312,3312,,16625,,16625,,confirmed
3313,,16626,16627,,"16626,16627",NO_BAKC,confirmed
3314,3314,16628,,,16628,,confirmed
3315,3315,16630,,,16630,,confirmed
3316,3316,16632,16633,,"16632,16633",,confirmed
3317,,,16635,,16635,NO_BAKC,confirmed
3318,3318,,,,,NO_MAYC,confirmed
3319,,16638,,,16638,NO_BAKC,confirmed
3320,3320,16640,,,16640,,confirmed
3321,3321,16642,,,16642,,confirmed
3322,3322,,16645,,16645,,confirmed
3323,3323,,16647,,16647,,confirmed
3324,3324,16648,,,16648,,confirmed
3325,3325,,,,,NO_MAYC,confirmed
3326,3326,,,,,NO_MAYC,confirmed
3327,3327,16654,,,16654,,confirmed
3328,3328,16656,,,16656,,confirmed
3329,3329,16658,,,16658,,confirmed
3330,3330,16660,,,16660,,confirmed
3331,3331,16662,,,16662,,confirmed
3332,3332,16664,16665,,"16664,16665",,confirmed
3333,3333,,16667,,16667,,confirmed
3334,3334,16668,,,16668,,confirmed
3335,3335,16670,16671,,"16670,16671",,confirmed
3336,3336,16672,,,16672,,confirmed
3337,3337,16674,,,16674,,confirmed
3338,3338,,,,,NO_MAYC,confirmed
3339,3339,,,,,NO_MAYC,confirmed
3340,3340,,,,,NO_MAYC,confirmed
3341,3341,16682,,,16682,,confirmed
3342,3342,,,,,NO_MAYC,confirmed
3343,3343,16686,,,16686,,confirmed
3344,3344,,,,,NO_MAYC,confirmed
3345,3345,16690,,,16690,,confirmed
3346,3346,16692,,,16692,,confirmed
3347,3347,16694,,,16694,,confirmed
3348,3348,,,,,NO_MAYC,confirmed
3349,3349,16698,,,16698,,confirmed
3350,3350,,,,,NO_MAYC,confirmed
3351,3351,16702,16703,,"16702,16703",,confirmed
3352,3352,16704,,,16704,,confirmed
3353,3353,,16707,,16707,,confirmed
3354,3354,,,,,NO_MAYC,confirmed
3355,3355,,,,,NO_MAYC,confirmed
3356,3356,16712,,,16712,,confirmed
3357,3357,16714,,,16714,,confirmed
3358,3358,16716,,,16716,,confirmed
3359,3359,16718,16719,,"16718,16719",,confirmed
3360,3360,,,,,NO_MAYC,confirmed
3361,3361,,,,,NO_MAYC,confirmed
3362,3362,16724,,,16724,,confirmed
3363,3363,,16727,,16727,,confirmed
3364,3364,16728,,,16728,,confirmed
3365,3365,16730,,,16730,,confirmed
3366,3366,16732,16733,,"16732,16733",,confirmed
3367,3367,,,,,NO_MAYC,confirmed
3368,3368,16736,,,16736,,confirmed
3369,,,,,,NO_MAYC; NO_BAKC,confirmed
3370,3370,,,,,NO_MAYC,confirmed
3371,3371,16742,16743,,"16742,16743",,confirmed
3372,3372,16744,16745,,"16744,16745",,confirmed
3373,3373,16746,,,16746,,confirmed
3374,3374,16748,16749,,"16748,16749",,confirmed
3375,3375,16750,,,16750,,confirmed
3376,3376,,,,,NO_MAYC,confirmed
3377,3377,16754,16755,,"16754,16755",,confirmed
3378,3378,16756,,,16756,,confirmed
3379,3379,16758,16759,,"16758,16759",,confirmed
3380,3380,,,,,NO_MAYC,confirmed
3381,3381,16762,,,16762,,confirmed
3382,3382,,,,,NO_MAYC,confirmed
3383,3383,16766,,,16766,,confirmed
3384,3384,,,,,NO_MAYC,confirmed
3385,3385,16770,16771,,"16770,16771",,confirmed
3386,3386,16772,,,16772,,confirmed
3387,3387,16774,,,16774,,confirmed
3388,3388,16776,16777,,"16776,16777",,confirmed
3389,3389,16778,,,16778,,confirmed
3390,3390,16780,,,16780,,confirmed
3391,,16782,,,16782,NO_BAKC,confirmed
3392,3392,16784,,,16784,,confirmed
3393,3393,16786,16787,,"16786,16787",,confirmed
3394,3394,,,,,NO_MAYC,confirmed
3395,3395,,,,,NO_MAYC,confirmed
3396,3396,,,,,NO_MAYC,confirmed
3397,3397,16794,,,16794,,confirmed
3398,3398,,,,,NO_MAYC,confirmed
3399,3399,,,,,NO_MAYC,confirmed
3400,3400,16800,,,16800,,confirmed
3401,3401,16802,,,16802,,confirmed
3402,3402,16804,,,16804,,confirmed
3403,3403,16806,,,16806,,confirmed
3404,3404,,,,,NO_MAYC,confirmed
3405,,16810,16811,,"16810,16811",NO_BAKC,confirmed
3406,3406,16812,,,16812,,confirmed
3407,3407,,16815,,16815,,confirmed
3408,3408,16816,,,16816,,confirmed
3409,3409,16818,,,16818,,confirmed
3410,3410,16820,16821,,"16820,16821",,confirmed
3411,3411,16822,16823,,"16822,16823",,confirmed
3412,3412,,16825,,16825,,confirmed
3413,3413,,,,,NO_MAYC,confirmed
3414,3414,,,,,NO_MAYC,confirmed
3415,3415,,16831,,16831,,confirmed
3416,3416,16832,,,16832,,confirmed
3417,3417,16834,,,16834,,confirmed
3418,3418,16836,,,16836,,confirmed
3419,3419,,,,,NO_MAYC,confirmed
3420,3420,16840,,,16840,,confirmed
3421,3421,,,,,NO_MAYC,confirmed
3422,3422,16844,,,16844,,confirmed
3423,3423,16846,,,16846,,confirmed
3424,3424,16848,,,16848,,confirmed
3425,3425,16850,16851,,"16850,16851",,confirmed
3426,3426,16852,,,16852,,confirmed
3427,3427,16854,,,16854,,confirmed
3428,3428,16856,,,16856,,confirmed
3429,3429,16858,16859,,"16858,16859",,confirmed
3430,3430,16860,,,16860,,confirmed
3431,3431,,,,,NO_MAYC,confirmed
3432,3432,,,,,NO_MAYC,confirmed
3433,3433,16866,,,16866,,confirmed
3434,3434,16868,,,16868,,confirmed
3435,3435,16870,,,16870,,confirmed
3436,3436,16872,,,16872,,confirmed
3437,3437,16874,,,16874,,confirmed
3438,3438,16876,,,16876,,confirmed
3439,3439,16878,16879,,"16878,16879",,confirmed
3440,3440,,,,,NO_MAYC,confirmed
3441,3441,,,,,NO_MAYC,confirmed
3442,3442,16884,16885,,"16884,16885",,confirmed
3443,3443,,,,,NO_MAYC,confirmed
3444,3444,,,,,NO_MAYC,confirmed
3445,3445,16890,,,16890,,confirmed
3446,3446,,,,,NO_MAYC,confirmed
3447,3447,16894,,,16894,,confirmed
3448,3448,16896,,,16896,,confirmed
3449,3449,16898,,,16898,,confirmed
3450,3450,16900,,,16900,,confirmed
3451,3451,16902,,,16902,,confirmed
3452,3452,16904,,,16904,,confirmed
3453,3453,16906,,,16906,,confirmed
3454,3454,16908,16909,,"16908,16909",,confirmed
3455,3455,,16911,,16911,,confirmed
3456,3456,,,,,NO_MAYC,confirmed
3457,3457,16914,,,16914,,confirmed
3458,3458,,,,,NO_MAYC,confirmed
3459,3459,16918,,,16918,,confirmed
3460,3460,,,,,NO_MAYC,confirmed
3461,3461,,16923,,16923,,confirmed
3462,3462,16924,,,16924,,confirmed
3463,3463,16926,,,16926,,confirmed
3464,3464,16928,,,16928,,confirmed
3465,3465,16930,16931,,"16930,16931",,confirmed
3466,3466,,,,,NO_MAYC,confirmed
3467,3467,16934,,,16934,,confirmed
3468,3468,16936,,,16936,,confirmed
3469,3469,16938,,,16938,,confirmed
3470,3470,16940,,,16940,,confirmed
3471,3471,,,,,NO_MAYC,confirmed
3472,,16944,,,16944,NO_BAKC,confirmed
3473,3473,16946,,,16946,,confirmed
3474,3474,16948,,,16948,,confirmed
3475,3475,16950,,,16950,,confirmed
3476,3476,16952,,,16952,,confirmed
3477,3477,16954,,,16954,,confirmed
3478,3478,,,,,NO_MAYC,confirmed
3479,3479,,,,,NO_MAYC,confirmed
3480,3480,16960,,,16960,,confirmed
3481,3481,,,,,NO_MAYC,confirmed
3482,3482,16964,,,16964,,confirmed
3483,3483,16966,16967,,"16966,16967",,confirmed
3484,3484,16968,,,16968,,confirmed
3485,3485,,,,,NO_MAYC,confirmed
3486,3486,,,,,NO_MAYC,confirmed
3487,3487,16974,,,16974,,confirmed
3488,3488,16976,,,16976,,confirmed
3489,3489,16978,,,16978,,confirmed
3490,3490,16980,,,16980,,confirmed
