bayc_id,bakc_id,mayc_m1_id,mayc_m2_id,mayc_m3_id,all_mayc_ids,notes,source_confidence
0,0,10000,,,10000,,confirmed
1,1,10002,,,10002,,confirmed
2,2,10004,,,10004,,confirmed
3,3,10006,,,10006,,confirmed
4,4,,,,,NO_MAYC,confirmed
5,5,10010,,,10010,,confirmed
6,6,,,,,NO_MAYC,confirmed
7,7,,10015,,10015,,confirmed
8,8,10016,,,10016,,confirmed
9,9,10018,,,10018,,confirmed
10,10,10020,10021,,"10020,10021",,confirmed
11,11,10022,10023,,"10022,10023",,confirmed
12,12,,,,,NO_MAYC,confirmed
13,13,10026,,,10026,,confirmed
14,14,10028,,,10028,,confirmed
15,15,10030,,,10030,,confirmed
16,16,10032,10033,,"10032,10033",,confirmed
17,17,,,,,NO_MAYC,confirmed
18,18,10036,10037,,"10036,10037",,confirmed
19,19,10038,,,10038,,confirmed
20,20,10040,,,10040,,confirmed
21,21,10042,10043,,"10042,10043",,confirmed
22,22,,,,,NO_MAYC,confirmed
23,23,10046,10047,,"10046,10047",,confirmed
24,24,10048,10049,,"10048,10049",,confirmed
25,25,,,,,NO_MAYC,confirmed
26,26,10052,,,10052,,confirmed
27,27,10054,,,10054,,confirmed
28,28,10056,,,10056,,confirmed
29,29,,,,,NO_MAYC,confirmed
30,30,,10061,,10061,,confirmed
31,31,10062,10063,,"10062,10063",,confirmed
32,32,,,,,NO_MAYC,confirmed
33,33,10066,,,10066,,confirmed
34,34,,,,,NO_MAYC,confirmed
35,35,10070,,,10070,,confirmed
36,36,10072,,,10072,,confirmed
37,37,10074,,,10074,,confirmed
38,38,,,,,NO_MAYC,confirmed
39,39,10078,,,10078,,confirmed
40,40,10080,,,10080,,confirmed
41,41,,,,,NO_MAYC,confirmed
42,42,10084,10085,,"10084,10085",,confirmed
43,43,10086,,,10086,,confirmed
44,44,,10089,,10089,,confirmed
45,45,10090,,,10090,,confirmed
46,46,,,,,NO_MAYC,confirmed
47,47,10094,,,10094,,confirmed
48,48,,,,,NO_MAYC,confirmed
49,,10098,,,10098,NO_BAKC,confirmed
50,50,10100,,,10100,,confirmed
51,51,10102,,,10102,,confirmed
52,52,10104,10105,,"10104,10105",,confirmed
53,53,10106,,,10106,,confirmed
54,54,10108,,,10108,,confirmed
55,55,10110,10111,,"10110,10111",,confirmed
56,56,10112,10113,,"10112,10113",,confirmed
57,57,10114,,,10114,,confirmed
58,58,10116,,,10116,,confirmed
59,59,,,,,NO_MAYC,confirmed
60,60,,,,,NO_MAYC,confirmed
61,61,10122,,,10122,,confirmed
62,62,,,,,NO_MAYC,confirmed
63,63,10126,,,10126,,confirmed
64,64,10128,10129,,"10128,10129",,confirmed
65,,10130,,,10130,NO_BAKC,confirmed
66,66,10132,,,10132,,confirmed
67,67,10134,,,10134,,confirmed
68,68,,,,,NO_MAYC,confirmed
69,69,,,,,NO_MAYC,confirmed
70,,,,,,NO_MAYC; NO_BAKC,confirmed
71,71,10142,,,10142,,confirmed
72,72,10144,,,10144,,confirmed
73,73,10146,10147,,"10146,10147",,confirmed
74,74,10148,,,10148,,confirmed
75,75,10150,,,10150,,confirmed
76,76,10152,,,10152,,confirmed
77,77,10154,,,10154,,confirmed
78,78,10156,10157,,"10156,10157",,confirmed
79,79,,10159,,10159,,confirmed
80,80,10160,10161,,"10160,10161",,confirmed
81,81,10162,,,10162,,confirmed
82,82,10164,,,10164,,confirmed
83,83,10166,,,10166,,confirmed
84,84,10168,10169,,"10168,10169",,confirmed
85,85,10170,10171,,"10170,10171",,confirmed
86,86,10172,10173,,"10172,10173",,confirmed
87,87,10174,,,10174,,confirmed
88,88,10176,10177,,"10176,10177",,confirmed
89,89,,,,,NO_MAYC,confirmed
90,90,10180,,,10180,,confirmed
91,91,10182,,,10182,,confirmed
92,92,10184,,,10184,,confirmed
93,93,,,,,NO_MAYC,confirmed
94,94,,,,,NO_MAYC,confirmed
95,,,10191,,10191,NO_BAKC,confirmed
96,96,10192,,,10192,,confirmed
97,97,10194,,,10194,,confirmed
98,98,,10197,,10197,,confirmed
99,99,,10199,,10199,,confirmed
100,100,10200,,,10200,,confirmed
101,101,,,,,NO_MAYC,confirmed
102,102,10204,,,10204,,confirmed
103,103,10206,,,10206,,confirmed
104,104,,10209,,10209,,confirmed
105,105,10210,,,10210,,confirmed
106,106,,10213,,10213,,confirmed
107,107,10214,,,10214,,confirmed
108,108,10216,,,10216,,confirmed
109,109,10218,,,10218,,confirmed
110,110,10220,10221,,"10220,10221",,confirmed
111,111,,,,,NO_MAYC,confirmed
112,112,10224,,,10224,,confirmed
113,113,,,,,NO_MAYC,confirmed
114,114,10228,10229,,"10228,10229",,confirmed
115,115,10230,,,10230,,confirmed
116,116,10232,,,10232,,confirmed
117,117,10234,,,10234,,confirmed
118,118,10236,10237,,"10236,10237",,confirmed
119,119,10238,,,10238,,confirmed
120,120,10240,,,10240,,confirmed
121,121,,10243,,10243,,confirmed
122,,,,,,NO_MAYC; NO_BAKC,confirmed
123,123,10246,,,10246,,confirmed
124,124,10248,,,10248,,confirmed
125,125,10250,,,10250,,confirmed
126,126,10252,,,10252,,confirmed
127,127,10254,,,10254,,confirmed
128,128,10256,10257,,"10256,10257",,confirmed
129,129,,10259,,10259,,confirmed
130,130,10260,,,10260,,confirmed
131,131,,,,,NO_MAYC,confirmed
132,132,10264,10265,,"10264,10265",,confirmed
133,133,10266,,,10266,,confirmed
134,134,10268,10269,,"10268,10269",,confirmed
135,135,10270,,,10270,,confirmed
136,136,,10273,,10273,,confirmed
137,137,10274,,,10274,,confirmed
138,138,10276,,,10276,,confirmed
139,139,10278,10279,,"10278,10279",,confirmed
140,140,10280,,,10280,,confirmed
141,141,,,,,NO_MAYC,confirmed
142,142,10284,,,10284,,confirmed
143,143,10286,,,10286,,confirmed
144,144,,,,,NO_MAYC,confirmed
145,145,,,,,NO_MAYC,confirmed
146,146,10292,10293,,"10292,10293",,confirmed
147,147,10294,,,10294,,confirmed
148,148,10296,10297,,"10296,10297",,confirmed
149,149,10298,,,10298,,confirmed
150,150,10300,,,10300,,confirmed
151,151,10302,,,10302,,confirmed
152,152,,,,,NO_MAYC,confirmed
153,153,10306,,,10306,,confirmed
154,154,10308,,,10308,,confirmed
155,155,10310,10311,,"10310,10311",,confirmed
156,156,,,,,NO_MAYC,confirmed
157,157,,,,,NO_MAYC,confirmed
158,158,10316,,,10316,,confirmed
159,159,10318,,,10318,,confirmed
160,160,,,,,NO_MAYC,confirmed
161,161,10322,,,10322,,confirmed
162,162,10324,10325,,"10324,10325",,confirmed
163,163,10326,,,10326,,confirmed
164,164,10328,,,10328,,confirmed
165,165,10330,,,10330,,confirmed
166,166,10332,10333,,"10332,10333",,confirmed
167,167,10334,,,10334,,confirmed
168,168,,,,,NO_MAYC,confirmed
169,169,,,,,NO_MAYC,confirmed
170,170,10340,,,10340,,confirmed
171,171,10342,,,10342,,confirmed
172,172,10344,,,10344,,confirmed
173,173,10346,10347,,"10346,10347",,confirmed
174,174,,,,,NO_MAYC,confirmed
175,175,10350,,,10350,,confirmed
176,176,,,,,NO_MAYC,confirmed
177,177,10354,,,10354,,confirmed
178,178,10356,,,10356,,confirmed
179,179,10358,,,10358,,confirmed
180,180,10360,,,10360,,confirmed
181,181,10362,,,10362,,confirmed
182,182,10364,,,10364,,confirmed
183,183,,,,,NO_MAYC,confirmed
184,184,10368,,,10368,,confirmed
185,185,10370,10371,,"10370,10371",,confirmed
186,186,10372,,,10372,,confirmed
187,187,10374,10375,,"10374,10375",,confirmed
188,188,,,,,NO_MAYC,confirmed
189,189,,10379,,10379,,confirmed
190,190,,,,,NO_MAYC,confirmed
191,191,,,,,NO_MAYC,confirmed
192,192,10384,,,10384,,confirmed
193,193,10386,10387,,"10386,10387",,confirmed
194,194,10388,,,10388,,confirmed
195,195,10390,10391,,"10390,10391",,confirmed
196,196,10392,,,10392,,confirmed
197,197,10394,10395,,"10394,10395",,confirmed
198,198,,,,,NO_MAYC,confirmed
199,199,10398,,,10398,,confirmed
200,200,10400,10401,,"10400,10401",,confirmed
201,201,10402,,,10402,,confirmed
202,202,10404,10405,,"10404,10405",,confirmed
203,203,10406,,,10406,,confirmed
204,204,10408,10409,,"10408,10409",,confirmed
205,205,10410,,,10410,,confirmed
206,206,,,,,NO_MAYC,confirmed
207,207,10414,10415,,"10414,10415",,confirmed
208,208,10416,10417,,"10416,10417",,confirmed
209,209,10418,,,10418,,confirmed
210,210,10420,,,10420,,confirmed
211,211,10422,10423,,"10422,10423",,confirmed
212,212,10424,,,10424,,confirmed
213,213,10426,,,10426,,confirmed
214,214,10428,,,10428,,confirmed
215,215,10430,,,10430,,confirmed
216,216,10432,,,10432,,confirmed
217,217,10434,,,10434,,confirmed
218,218,10436,,,10436,,confirmed
219,219,10438,10439,,"10438,10439",,confirmed
220,220,10440,,,10440,,confirmed
221,221,10442,,,10442,,confirmed
222,222,10444,10445,,"10444,10445",,confirmed
223,223,10446,,,10446,,confirmed
224,224,10448,,,10448,,confirmed
225,225,10450,10451,,"10450,10451",,confirmed
226,226,10452,,,10452,,confirmed
227,227,,10455,,10455,,confirmed
228,228,,,,,NO_MAYC,confirmed
229,229,,,,,NO_MAYC,confirmed
230,230,,,,,NO_MAYC,confirmed
231,231,,,,,NO_MAYC,confirmed
232,232,10464,10465,,"10464,10465",,confirmed
233,233,10466,10467,,"10466,10467",,confirmed
234,234,,,,,NO_MAYC,confirmed
235,235,10470,,,10470,,confirmed
236,236,10472,10473,,"10472,10473",,confirmed
237,237,10474,,,10474,,confirmed
238,238,,,,,NO_MAYC,confirmed
239,239,10478,,,10478,,confirmed
240,240,10480,,,10480,,confirmed
241,241,10482,,,10482,,confirmed
242,242,10484,,,10484,,confirmed
243,243,10486,,,10486,,confirmed
244,244,10488,,,10488,,confirmed
245,245,10490,,,10490,,confirmed
246,246,10492,,,10492,,confirmed
247,247,10494,10495,,"10494,10495",,confirmed
248,248,10496,,,10496,,confirmed
249,249,10498,10499,,"10498,10499",,confirmed
250,,,,,,NO_MAYC; NO_BAKC,confirmed
251,251,10502,10503,,"10502,10503",,confirmed
252,252,10504,,,10504,,confirmed
253,253,,10507,,10507,,confirmed
254,254,10508,,,10508,,confirmed
255,255,10510,10511,,"10510,10511",,confirmed
256,256,,,,,NO_MAYC,confirmed
257,257,10514,10515,,"10514,10515",,confirmed
258,258,10516,10517,,"10516,10517",,confirmed
259,259,10518,10519,,"10518,10519",,confirmed
260,260,10520,,,10520,,confirmed
261,261,,10523,,10523,,confirmed
262,262,10524,,,10524,,confirmed
263,263,10526,,,10526,,confirmed
264,264,10528,10529,,"10528,10529",,confirmed
265,265,10530,10531,,"10530,10531",,confirmed
266,266,10532,10533,,"10532,10533",,confirmed
267,267,10534,,,10534,,confirmed
268,268,10536,,,10536,,confirmed
269,269,,10539,,10539,,confirmed
270,270,10540,,,10540,,confirmed
271,271,,,,,NO_MAYC,confirmed
272,272,10544,10545,,"10544,10545",,confirmed
273,273,,,,,NO_MAYC,confirmed
274,274,10548,,,10548,,confirmed
275,275,10550,,,10550,,confirmed
276,276,10552,10553,,"10552,10553",,confirmed
277,277,10554,,,10554,,confirmed
278,278,10556,10557,,"10556,10557",,confirmed
279,279,10558,,,10558,,confirmed
280,280,10560,,,10560,,confirmed
281,281,10562,,,10562,,confirmed
282,282,10564,,,10564,,confirmed
283,283,10566,,,10566,,confirmed
284,284,,,,,NO_MAYC,confirmed
285,285,10570,,,10570,,confirmed
286,286,,,,,NO_MAYC,confirmed
287,287,,10575,,10575,,confirmed
288,288,10576,10577,,"10576,10577",,confirmed
289,289,10578,,,10578,,confirmed
290,290,10580,,,10580,,confirmed
291,291,10582,10583,,"10582,10583",,confirmed
292,292,,,,,NO_MAYC,confirmed
293,293,10586,10587,,"10586,10587",,confirmed
294,294,10588,10589,,"10588,10589",,confirmed
295,295,10590,,,10590,,confirmed
296,296,10592,,,10592,,confirmed
297,297,10594,,,10594,,confirmed
298,298,10596,10597,,"10596,10597",,confirmed
299,299,,,,,NO_MAYC,confirmed
300,300,10600,10601,,"10600,10601",,confirmed
301,301,10602,,,10602,,confirmed
302,302,10604,,,10604,,confirmed
303,303,,,,,NO_MAYC,confirmed
304,304,10608,,,10608,,confirmed
305,305,10610,,,10610,,confirmed
306,,,10613,,10613,NO_BAKC,confirmed
307,307,10614,,,10614,,confirmed
308,308,,,,,NO_MAYC,confirmed
309,309,,10619,,10619,,confirmed
310,310,10620,,,10620,,confirmed
311,311,,,,,NO_MAYC,confirmed
312,312,10624,,,10624,,confirmed
313,313,10626,,,10626,,confirmed
314,314,10628,10629,,"10628,10629",,confirmed
315,315,,10631,,10631,,confirmed
316,316,,,,,NO_MAYC,confirmed
317,317,10634,,,10634,,confirmed
318,318,,,,,NO_MAYC,confirmed
319,319,,10639,,10639,,confirmed
320,320,10640,,,10640,,confirmed
321,321,10642,,,10642,,confirmed
322,322,,,,,NO_MAYC,confirmed
323,323,10646,,,10646,,confirmed
324,324,10648,10649,,"10648,10649",,confirmed
325,325,10650,,,10650,,confirmed
326,326,10652,,,10652,,confirmed
327,327,10654,,,10654,,confirmed
328,328,10656,,,10656,,confirmed
329,329,,,,,NO_MAYC,confirmed
330,330,10660,,,10660,,confirmed
331,,,,,,NO_MAYC; NO_BAKC,confirmed
332,332,,10665,,10665,,confirmed
333,333,10666,10667,,"10666,10667",,confirmed
334,334,10668,10669,,"10668,10669",,confirmed
335,335,,,,,NO_MAYC,confirmed
336,336,10672,10673,,"10672,10673",,confirmed
337,337,10674,,,10674,,confirmed
338,338,10676,,,10676,,confirmed
339,339,10678,,,10678,,confirmed
340,340,10680,10681,,"10680,10681",,confirmed
341,341,10682,,,10682,,confirmed
342,342,10684,10685,,"10684,10685",,confirmed
343,343,10686,,,10686,,confirmed
344,344,10688,,,10688,,confirmed
345,345,10690,,,10690,,confirmed
346,346,10692,,,10692,,confirmed
347,347,10694,,,10694,,confirmed
348,348,10696,10697,,"10696,10697",,confirmed
349,349,,,,,NO_MAYC,confirmed
350,350,10700,10701,,"10700,10701",,confirmed
351,351,10702,10703,,"10702,10703",,confirmed
352,352,,10705,,10705,,confirmed
353,353,,,,,NO_MAYC,confirmed
354,354,10708,10709,,"10708,10709",,confirmed
355,355,,,,,NO_MAYC,confirmed
356,356,10712,,,10712,,confirmed
357,357,10714,,,10714,,confirmed
358,358,10716,10717,,"10716,10717",,confirmed
359,359,,,,,NO_MAYC,confirmed
360,360,10720,,,10720,,confirmed
361,361,10722,10723,,"10722,10723",,confirmed
362,362,,,,,NO_MAYC,confirmed
363,363,10726,,,10726,,confirmed
364,364,10728,,,10728,,confirmed
365,365,10730,,,10730,,confirmed
366,366,10732,,,10732,,confirmed
367,367,10734,10735,,"10734,10735",,confirmed
368,368,10736,,,10736,,confirmed
369,369,,,,,NO_MAYC,confirmed
370,370,10740,,,10740,,confirmed
371,,,10743,,10743,NO_BAKC,confirmed
372,372,10744,,,10744,,confirmed
373,373,10746,,,10746,,confirmed
374,374,10748,,,10748,,confirmed
375,375,,,,,NO_MAYC,confirmed
376,376,10752,10753,,"10752,10753",,confirmed
377,377,10754,,,10754,,confirmed
378,378,10756,,,10756,,confirmed
379,379,10758,,,10758,,confirmed
380,380,10760,,,10760,,confirmed
381,381,,,,,NO_MAYC,confirmed
382,382,,,,,NO_MAYC,confirmed
383,383,10766,,,10766,,confirmed
384,384,10768,,,10768,,confirmed
385,385,10770,,,10770,,confirmed
386,386,10772,10773,,"10772,10773",,confirmed
387,,10774,,,10774,NO_BAKC,confirmed
388,388,,,,,NO_MAYC,confirmed
389,389,,,,,NO_MAYC,confirmed
390,390,10780,,,10780,,confirmed
391,391,10782,,,10782,,confirmed
392,392,,,,,NO_MAYC,confirmed
393,393,10786,,,10786,,confirmed
394,394,10788,,,10788,,confirmed
395,395,10790,,,10790,,confirmed
396,396,,,,,NO_MAYC,confirmed
397,397,10794,10795,,"10794,10795",,confirmed
398,398,,,,,NO_MAYC,confirmed
399,399,,,,,NO_MAYC,confirmed
400,400,10800,,,10800,,confirmed
401,401,10802,,,10802,,confirmed
402,402,10804,,,10804,,confirmed
403,403,10806,,,10806,,confirmed
404,404,,10809,,10809,,confirmed
405,,10810,,,10810,NO_BAKC,confirmed
406,406,,10813,,10813,,confirmed
407,407,,,,,NO_MAYC,confirmed
408,408,10816,,,10816,,confirmed
409,409,,,,,NO_MAYC,confirmed
410,410,10820,,,10820,,confirmed
411,411,10822,,,10822,,confirmed
412,412,10824,,,10824,,confirmed
413,413,10826,10827,,"10826,10827",,confirmed
414,414,10828,,,10828,,confirmed
415,415,10830,,,10830,,confirmed
416,416,,10833,30001,"10833,30001",,confirmed
417,417,10834,,,10834,,confirmed
418,418,10836,,,10836,,confirmed
419,419,10838,,,10838,,confirmed
420,420,10840,,,10840,,confirmed
421,421,10842,,,10842,,confirmed
422,422,,10845,,10845,,confirmed
423,423,10846,,,10846,,confirmed
424,424,10848,10849,,"10848,10849",,confirmed
425,425,10850,,,10850,,confirmed
426,426,10852,10853,,"10852,10853",,confirmed
427,427,10854,,,10854,,confirmed
428,428,10856,,,10856,,confirmed
429,429,,,,,NO_MAYC,confirmed
430,430,10860,10861,,"10860,10861",,confirmed
431,431,10862,,,10862,,confirmed
432,432,10864,,,10864,,confirmed
433,433,10866,,,10866,,confirmed
434,434,10868,,,10868,,confirmed
435,435,10870,10871,,"10870,10871",,confirmed
436,436,10872,10873,,"10872,10873",,confirmed
437,437,,,,,NO_MAYC,confirmed
438,438,10876,,,10876,,confirmed
439,439,10878,,,10878,,confirmed
440,440,10880,10881,,"10880,10881",,confirmed
441,441,10882,10883,,"10882,10883",,confirmed
442,,10884,,,10884,NO_BAKC,confirmed
443,443,10886,,,10886,,confirmed
444,444,,,,,NO_MAYC,confirmed
445,445,10890,,,10890,,confirmed
446,446,10892,10893,,"10892,10893",,confirmed
447,447,10894,,,10894,,confirmed
448,448,10896,,,10896,,confirmed
449,449,,,,,NO_MAYC,confirmed
450,450,,,,,NO_MAYC,confirmed
451,451,10902,,,10902,,confirmed
452,452,,,,,NO_MAYC,confirmed
453,453,10906,,,10906,,confirmed
454,454,10908,,,10908,,confirmed
455,455,,,,,NO_MAYC,confirmed
456,456,,,,,NO_MAYC,confirmed
457,457,10914,,,10914,,confirmed
458,458,,10917,,10917,,confirmed
459,459,,,,,NO_MAYC,confirmed
460,460,10920,,,10920,,confirmed
461,461,,10923,,10923,,confirmed
462,462,10924,10925,,"10924,10925",,confirmed
463,463,10926,10927,,"10926,10927",,confirmed
464,,10928,10929,,"10928,10929",NO_BAKC,confirmed
465,465,10930,,,10930,,confirmed
466,466,10932,,,10932,,confirmed
467,467,,,,,NO_MAYC,confirmed
468,468,,,,,NO_MAYC,confirmed
469,469,10938,10939,,"10938,10939",,confirmed
470,470,,,,,NO_MAYC,confirmed
471,471,10942,,,10942,,confirmed
472,472,10944,,,10944,,confirmed
473,473,10946,,,10946,,confirmed
474,474,10948,,,10948,,confirmed
475,475,10950,,,10950,,confirmed
476,476,,10953,,10953,,confirmed
477,477,10954,,,10954,,confirmed
478,478,,10957,,10957,,confirmed
479,479,10958,10959,,"10958,10959",,confirmed
480,480,10960,,,10960,,confirmed
481,481,,,,,NO_MAYC,confirmed
482,,,10965,,10965,NO_BAKC,confirmed
483,483,10966,,,10966,,confirmed
484,484,10968,,,10968,,confirmed
485,485,,,,,NO_MAYC,confirmed
486,486,10972,,,10972,,confirmed
487,487,10974,,,10974,,confirmed
488,488,10976,,,10976,,confirmed
489,489,10978,10979,,"10978,10979",,confirmed
490,490,10980,,,10980,,confirmed
491,491,10982,10983,,"10982,10983",,confirmed
492,492,10984,,,10984,,confirmed
493,,10986,10987,,"10986,10987",NO_BAKC,confirmed
494,494,,,,,NO_MAYC,confirmed
495,495,10990,,,10990,,confirmed
496,496,10992,,,10992,,confirmed
497,497,10994,10995,,"10994,10995",,confirmed
498,498,10996,,,10996,,confirmed
499,499,10998,10999,,"10998,10999",,confirmed
500,500,11000,11001,,"11000,11001",,confirmed
501,501,11002,,,11002,,confirmed
502,502,,,,,NO_MAYC,confirmed
503,503,11006,,,11006,,confirmed
504,504,,,,,NO_MAYC,confirmed
505,505,,,,,NO_MAYC,confirmed
506,506,11012,,,11012,,confirmed
507,507,11014,,,11014,,confirmed
508,508,11016,,,11016,,confirmed
509,509,,,,,NO_MAYC,confirmed
510,510,11020,,,11020,,confirmed
511,511,,,,,NO_MAYC,confirmed
512,512,,11025,,11025,,confirmed
513,513,11026,,,11026,,confirmed
514,514,,,,,NO_MAYC,confirmed
515,515,,,,,NO_MAYC,confirmed
516,516,11032,,,11032,,confirmed
517,517,,,,,NO_MAYC,confirmed
518,518,11036,,,11036,,confirmed
519,519,11038,11039,,"11038,11039",,confirmed
520,520,11040,,,11040,,confirmed
521,521,,,,,NO_MAYC,confirmed
522,522,,,,,NO_MAYC,confirmed
523,523,,,,,NO_MAYC,confirmed
524,524,11048,,,11048,,confirmed
525,525,11050,11051,,"11050,11051",,confirmed
526,526,11052,,,11052,,confirmed
527,527,11054,,,11054,,confirmed
528,528,11056,11057,,"11056,11057",,confirmed
529,529,,,,,NO_MAYC,confirmed
530,530,,,,,NO_MAYC,confirmed
531,,11062,,,11062,NO_BAKC,confirmed
532,,11064,11065,,"11064,11065",NO_BAKC,confirmed
533,,11066,,,11066,NO_BAKC,confirmed
534,534,11068,,,11068,,confirmed
535,535,11070,,,11070,,confirmed
536,536,11072,,,11072,,confirmed
537,537,11074,,,11074,,confirmed
538,538,11076,,,11076,,confirmed
539,539,,,,,NO_MAYC,confirmed
540,540,,,,,NO_MAYC,confirmed
541,541,11082,,,11082,,confirmed
542,542,11084,,,11084,,confirmed
543,543,,,,,NO_MAYC,confirmed
544,544,11088,11089,,"11088,11089",,confirmed
545,545,,,,,NO_MAYC,confirmed
546,546,,,,,NO_MAYC,confirmed
547,547,11094,,,11094,,confirmed
548,548,11096,,,11096,,confirmed
549,549,,11099,,11099,,confirmed
550,550,11100,11101,,"11100,11101",,confirmed
551,551,11102,,,11102,,confirmed
552,552,11104,11105,,"11104,11105",,confirmed
553,,11106,,,11106,NO_BAKC,confirmed
554,554,,,,,NO_MAYC,confirmed
555,555,,,,,NO_MAYC,confirmed
556,556,11112,,,11112,,confirmed
557,557,11114,,,11114,,confirmed
558,558,11116,,,11116,,confirmed
559,559,11118,11119,,"11118,11119",,confirmed
560,560,,,,,NO_MAYC,confirmed
561,561,,,,,NO_MAYC,confirmed
562,562,11124,11125,,"11124,11125",,confirmed
563,563,11126,,,11126,,confirmed
564,564,11128,,,11128,,confirmed
565,565,11130,11131,,"11130,11131",,confirmed
566,566,11132,,,11132,,confirmed
567,567,11134,,,11134,,confirmed
568,,11136,11137,,"11136,11137",NO_BAKC,confirmed
569,569,11138,,,11138,,confirmed
570,570,11140,,,11140,,confirmed
571,571,11142,11143,,"11142,11143",,confirmed
572,572,11144,,,11144,,confirmed
573,573,11146,,,11146,,confirmed
574,574,11148,11149,,"11148,11149",,confirmed
575,575,,11151,,11151,,confirmed
576,576,11152,,,11152,,confirmed
577,577,,,,,NO_MAYC,confirmed
578,578,11156,,,11156,,confirmed
579,579,11158,,,11158,,confirmed
580,580,11160,,,11160,,confirmed
581,581,,11163,,11163,,confirmed
582,582,11164,11165,,"11164,11165",,confirmed
583,583,11166,,,11166,,confirmed
584,584,,,,,NO_MAYC,confirmed
585,585,,,,,NO_MAYC,confirmed
586,586,11172,11173,,"11172,11173",,confirmed
587,587,11174,,,11174,,confirmed
588,588,11176,,,11176,,confirmed
589,589,11178,,,11178,,confirmed
590,590,11180,11181,,"11180,11181",,confirmed
591,591,11182,11183,,"11182,11183",,confirmed
592,592,11184,11185,,"11184,11185",,confirmed
593,593,,,,,NO_MAYC,confirmed
594,594,,,,,NO_MAYC,confirmed
595,,11190,,,11190,NO_BAKC,confirmed
596,596,11192,11193,,"11192,11193",,confirmed
597,597,11194,,,11194,,confirmed
598,598,,,,,NO_MAYC,confirmed
599,599,11198,,,11198,,confirmed
600,600,11200,11201,,"11200,11201",,confirmed
601,601,,,,,NO_MAYC,confirmed
602,602,11204,,,11204,,confirmed
603,603,11206,,,11206,,confirmed
604,604,,,,,NO_MAYC,confirmed
605,605,11210,11211,,"11210,11211",,confirmed
606,606,11212,,,11212,,confirmed
607,607,,,,,NO_MAYC,confirmed
608,608,,,,,NO_MAYC,confirmed
609,609,11218,,,11218,,confirmed
610,610,11220,11221,,"11220,11221",,confirmed
611,611,11222,,,11222,,confirmed
612,612,11224,11225,,"11224,11225",,confirmed
613,613,11226,11227,,"11226,11227",,confirmed
614,614,11228,11229,,"11228,11229",,confirmed
615,615,,,,,NO_MAYC,confirmed
616,616,11232,,,11232,,confirmed
617,617,11234,,,11234,,confirmed
618,618,11236,,,11236,,confirmed
619,619,11238,,,11238,,confirmed
620,,11240,11241,,"11240,11241",NO_BAKC,confirmed
621,621,,,,,NO_MAYC,confirmed
622,622,11244,,,11244,,confirmed
623,623,11246,11247,,"11246,11247",,confirmed
624,624,11248,,,11248,,confirmed
625,625,11250,,,11250,,confirmed
626,626,11252,11253,,"11252,11253",,confirmed
627,627,,,,,NO_MAYC,confirmed
628,,11256,,,11256,NO_BAKC,confirmed
629,629,11258,,,11258,,confirmed
630,630,11260,,,11260,,confirmed
631,631,,,,,NO_MAYC,confirmed
632,632,,,,,NO_MAYC,confirmed
633,633,11266,,,11266,,confirmed
634,634,,,,,NO_MAYC,confirmed
635,635,11270,11271,,"11270,11271",,confirmed
636,636,,,,,NO_MAYC,confirmed
637,,,11275,,11275,NO_BAKC,confirmed
638,638,11276,,,11276,,confirmed
639,639,,,,,NO_MAYC,confirmed
640,640,11280,,,11280,,confirmed
641,641,11282,,,11282,,confirmed
642,642,11284,,,11284,,confirmed
643,643,11286,11287,,"11286,11287",,confirmed
644,,,,,,NO_MAYC; NO_BAKC,confirmed
645,645,11290,,,11290,,confirmed
646,646,11292,11293,,"11292,11293",,confirmed
647,647,11294,,,11294,,confirmed
648,648,11296,,,11296,,confirmed
649,649,11298,,,11298,,confirmed
650,650,11300,11301,,"11300,11301",,confirmed
651,651,11302,11303,,"11302,11303",,confirmed
652,652,11304,11305,,"11304,11305",,confirmed
653,653,,,,,NO_MAYC,confirmed
654,654,11308,,,11308,,confirmed
655,655,11310,,,11310,,confirmed
656,656,11312,11313,,"11312,11313",,confirmed
657,657,11314,11315,,"11314,11315",,confirmed
658,658,11316,,,11316,,confirmed
659,659,11318,11319,,"11318,11319",,confirmed
660,660,11320,,,11320,,confirmed
661,661,,,,,NO_MAYC,confirmed
662,662,11324,,,11324,,confirmed
663,663,11326,,,11326,,confirmed
664,664,,,,,NO_MAYC,confirmed
665,665,,,,,NO_MAYC,confirmed
666,666,11332,11333,,"11332,11333",,confirmed
667,,11334,,,11334,NO_BAKC,confirmed
668,668,11336,,,11336,,confirmed
669,,,,,,NO_MAYC; NO_BAKC,confirmed
670,670,11340,,,11340,,confirmed
671,671,,,,,NO_MAYC,confirmed
672,672,11344,,,11344,,confirmed
673,673,11346,,,11346,,confirmed
674,,,,,,NO_MAYC; NO_BAKC,confirmed
675,,,,,,NO_MAYC; NO_BAKC,confirmed
676,676,11352,11353,,"11352,11353",,confirmed
677,,,,,,NO_MAYC; NO_BAKC,confirmed
678,,,,,,NO_MAYC; NO_BAKC,confirmed
679,,,,,,NO_MAYC; NO_BAKC,confirmed
680,,,,,,NO_MAYC; NO_BAKC,confirmed
681,,,,,,NO_MAYC; NO_BAKC,confirmed
682,682,11364,11365,,"11364,11365",,confirmed
683,,,,,,NO_MAYC; NO_BAKC,confirmed
684,684,11368,,,11368,,confirmed
685,685,11370,,,11370,,confirmed
686,686,11372,11373,,"11372,11373",,confirmed
